,DENV1_I,DENV1_II,DENV1_III,DENV1_IV,DENV1_V,DENV2_AMERICAN,DENV2_ASIANAMERICAN,DENV2_ASIANI,DENV2_ASIANII,DENV2_COSMOPOLITAN,DENV2_SYLVATIC,DENV3_I,DENV3_II,DENV3_III,DENV3_V,DENV4_I,DENV4_II,DENV4_SYLVATIC
1983.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2622,0.2197,0.0001,0.005,0.001,0.0,0.0,0.0,0.0,0.0079,0.0021,0.0003
1983.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.2689,0.2253,0.0001,0.005,0.001,0.0,0.0,0.0,0.0,0.0088,0.0022,0.0004
1983.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.2755,0.2309,0.0001,0.005,0.0011,0.0,0.0,0.0,0.0,0.0096,0.0023,0.0004
1983.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2823,0.2365,0.0001,0.0049,0.0011,0.0,0.0,0.0,0.0,0.0107,0.0024,0.0004
1983.5833,0.0,0.0,0.0,0.0,0.0,0.0,0.2891,0.2422,0.0001,0.0048,0.0011,0.0,0.0,0.0,0.0,0.0119,0.0025,0.0004
1983.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.2959,0.2479,0.0001,0.0046,0.0011,0.0,0.0,0.0,0.0,0.0133,0.0026,0.0004
1983.75,0.0,0.0,0.0,0.0,0.0,0.0,0.3028,0.2537,0.0001,0.0044,0.0011,0.0,0.0,0.0,0.0,0.0148,0.0027,0.0005
1983.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.3097,0.2596,0.0001,0.0041,0.001,0.0,0.0,0.0,0.0,0.0163,0.0028,0.0005
1983.9167,0.0,0.0,0.0,0.0,0.0,0.0,0.3167,0.2654,0.0001,0.0038,0.001,0.0,0.0,0.0,0.0,0.018,0.0029,0.0005
1984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326,0.2731,0.0001,0.0034,0.0009,0.0,0.0,0.0,0.0,0.0195,0.0029,0.0005
1984.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.2648,0.0001,0.0038,0.0011,0.0,0.0,0.0,0.0,0.0261,0.0036,0.0006
1984.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.306,0.2564,0.0001,0.0041,0.0012,0.0,0.0,0.0,0.0,0.0336,0.0043,0.0008
1984.25,0.0,0.0,0.0,0.0,0.0,0.0,0.296,0.248,0.0001,0.0044,0.0013,0.0,0.0,0.0,0.0,0.043,0.0052,0.0009
1984.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.2861,0.2397,0.0001,0.0045,0.0014,0.0,0.0,0.0,0.0,0.0534,0.0059,0.001
1984.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.2763,0.2314,0.0001,0.0046,0.0014,0.0,0.0,0.0,0.0,0.0656,0.0067,0.0012
1984.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2665,0.2232,0.0001,0.0046,0.0015,0.0,0.0,0.0,0.0,0.0791,0.0075,0.0013
1984.5833,0.0,0.0,0.0,0.0,0.0,0.0,0.2569,0.2152,0.0001,0.0045,0.0015,0.0,0.0,0.0,0.0,0.094,0.0082,0.0015
1984.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.2473,0.2072,0.0001,0.0043,0.0014,0.0,0.0,0.0,0.0,0.1101,0.0089,0.0016
1984.75,0.0,0.0,0.0,0.0,0.0,0.0,0.2379,0.1993,0.0001,0.0041,0.0013,0.0,0.0,0.0,0.0,0.1278,0.0095,0.0017
1984.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.2286,0.1915,0.0001,0.0038,0.0013,0.0,0.0,0.0,0.0,0.1464,0.0099,0.0018
1984.9167,0.0,0.0,0.0,0.0,0.0,0.0,0.2193,0.1838,0.0001,0.0035,0.0011,0.0,0.0,0.0,0.0,0.1666,0.0103,0.0019
1985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2097,0.1757,0.0001,0.0031,0.001,0.0,0.0,0.0,0.0,0.1884,0.0106,0.0019
1985.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.2159,0.1809,0.0001,0.0035,0.0011,0.0,0.0,0.0,0.0,0.1678,0.0102,0.0019
1985.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.2222,0.1861,0.0001,0.0039,0.0012,0.0,0.0,0.0,0.0,0.1481,0.0097,0.0018
1985.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2284,0.1914,0.0001,0.0044,0.0013,0.0,0.0,0.0,0.0,0.1303,0.0092,0.0017
1985.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.2348,0.1967,0.0001,0.0049,0.0014,0.0,0.0,0.0,0.0,0.1119,0.0084,0.0016
1985.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.2412,0.2021,0.0001,0.0054,0.0015,0.0,0.0,0.0,0.0,0.0962,0.0077,0.0015
1985.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2477,0.2074,0.0001,0.006,0.0015,0.0,0.0,0.0,0.0,0.0809,0.0069,0.0013
1985.5833,0.0,0.0,0.0,0.0,0.0,0.0,0.2542,0.2129,0.0002,0.0065,0.0016,0.0,0.0,0.0,0.0,0.0667,0.006,0.0012
1985.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.2609,0.2185,0.0002,0.007,0.0016,0.0,0.0,0.0,0.0,0.0544,0.0051,0.001
1985.75,0.0,0.0,0.0,0.0,0.0,0.0,0.2676,0.2241,0.0002,0.0075,0.0016,0.0,0.0,0.0,0.0,0.0429,0.0042,0.0009
1985.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.2744,0.2299,0.0002,0.008,0.0015,0.0,0.0,0.0,0.0,0.0331,0.0034,0.0007
1985.9167,0.0,0.0,0.0,0.0,0.0,0.0,0.2815,0.2358,0.0002,0.0082,0.0015,0.0,0.0,0.0,0.0,0.0247,0.0026,0.0006
1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2869,0.2403,0.0002,0.0082,0.0015,0.0,0.0,0.0,0.0,0.0177,0.002,0.0004
1986.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.2592,0.217,0.0002,0.0093,0.0017,0.0,0.0,0.0,0.0,0.0177,0.002,0.0004
1986.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.2315,0.1938,0.0002,0.0099,0.0018,0.0,0.0,0.0,0.0,0.0174,0.002,0.0005
1986.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2042,0.1709,0.0003,0.0102,0.0019,0.0,0.0,0.0,0.0,0.0171,0.0021,0.0005
1986.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.1776,0.1485,0.0003,0.01,0.002,0.0,0.0,0.0,0.0,0.0169,0.0021,0.0005
1986.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.1517,0.1269,0.0003,0.0095,0.002,0.0,0.0,0.0,0.0,0.0168,0.0021,0.0005
1986.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1271,0.1062,0.0003,0.0088,0.0019,0.0,0.0,0.0,0.0,0.0168,0.0022,0.0005
1986.5833,0.0,0.0,0.0,0.0,0.0,0.0,0.1039,0.0867,0.0003,0.0078,0.0018,0.0,0.0,0.0,0.0,0.0159,0.0021,0.0005
1986.6667,0.0,0.0,0.0,0.0,0.0,0.0001,0.0821,0.0685,0.0003,0.0066,0.0016,0.0,0.0,0.0,0.0,0.0133,0.0018,0.0005
1986.75,0.0,0.0,0.0,0.0,0.0,0.0001,0.0622,0.0518,0.0003,0.0053,0.0013,0.0,0.0,0.0,0.0,0.0099,0.0013,0.0004
1986.8333,0.0,0.0,0.0,0.0,0.0,0.0001,0.0443,0.0369,0.0002,0.004,0.001,0.0,0.0,0.0,0.0,0.0073,0.001,0.0003
1986.9167,0.0,0.0,0.0,0.0,0.0,0.0001,0.0285,0.0237,0.0002,0.0027,0.0007,0.0,0.0,0.0,0.0,0.0055,0.0008,0.0002
1987.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0153,0.0127,0.0001,0.0015,0.0004,0.0,0.0,0.0,0.0,0.0041,0.0006,0.0002
1987.0833,0.0,0.0,0.0,0.0,0.0,0.0001,0.0155,0.0129,0.0001,0.0016,0.0004,0.0,0.0,0.0,0.0,0.0049,0.0007,0.0002
1987.1667,0.0,0.0,0.0,0.0,0.0,0.0001,0.0159,0.0132,0.0001,0.0017,0.0005,0.0,0.0,0.0,0.0,0.0056,0.0008,0.0002
1987.25,0.0,0.0,0.0,0.0,0.0,0.0001,0.0163,0.0135,0.0001,0.0017,0.0005,0.0,0.0,0.0,0.0,0.0063,0.0009,0.0003
1987.3333,0.0,0.0,0.0,0.0,0.0,0.0001,0.0168,0.0139,0.0001,0.0018,0.0005,0.0,0.0,0.0,0.0,0.0069,0.001,0.0003
1987.4167,0.0,0.0,0.0,0.0,0.0,0.0001,0.0173,0.0144,0.0002,0.0019,0.0006,0.0,0.0,0.0,0.0,0.0074,0.0011,0.0003
1987.5,0.0,0.0,0.0,0.0,0.0,0.0001,0.0179,0.0148,0.0002,0.002,0.0006,0.0,0.0,0.0,0.0,0.0075,0.0011,0.0004
1987.5833,0.0,0.0,0.0,0.0,0.0,0.0001,0.0186,0.0154,0.0002,0.0021,0.0006,0.0,0.0,0.0,0.0,0.0073,0.0011,0.0004
1987.6667,0.0,0.0,0.0,0.0,0.0,0.0001,0.0193,0.016,0.0002,0.0022,0.0006,0.0,0.0,0.0,0.0,0.0069,0.001,0.0003
1987.75,0.0,0.0,0.0,0.0,0.0,0.0001,0.0202,0.0167,0.0002,0.0023,0.0006,0.0,0.0,0.0,0.0,0.0064,0.0009,0.0003
1987.8333,0.0,0.0,0.0,0.0,0.0,0.0001,0.0211,0.0175,0.0002,0.0024,0.0007,0.0,0.0,0.0,0.0,0.0058,0.0009,0.0003
1987.9167,0.0,0.0,0.0,0.0,0.0,0.0001,0.0221,0.0183,0.0002,0.0024,0.0007,0.0,0.0,0.0,0.0,0.0051,0.0008,0.0003
1988.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0233,0.0193,0.0002,0.0025,0.0007,0.0,0.0,0.0,0.0,0.0044,0.0007,0.0002
1988.0833,0.0,0.0,0.0,0.0,0.0,0.0001,0.031,0.0257,0.0003,0.0033,0.0009,0.0,0.0,0.0,0.0,0.0049,0.0007,0.0003
1988.1667,0.0,0.0,0.0,0.0,0.0,0.0001,0.04,0.0331,0.0004,0.0041,0.001,0.0,0.0,0.0,0.0,0.0054,0.0008,0.0003
1988.25,0.0,0.0,0.0,0.0,0.0,0.0001,0.0502,0.0416,0.0005,0.0049,0.0012,0.0,0.0,0.0,0.0,0.0059,0.0009,0.0003
1988.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0616,0.0511,0.0005,0.0057,0.0014,0.0,0.0,0.0,0.0,0.0062,0.0009,0.0003
1988.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0743,0.0617,0.0006,0.0065,0.0015,0.0,0.0,0.0,0.0,0.0066,0.001,0.0004
1988.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0883,0.0733,0.0006,0.0072,0.0015,0.0,0.0,0.0,0.0,0.0067,0.001,0.0004
1988.5833,0.0,0.0,0.0,0.0,0.0,0.0,0.1034,0.0859,0.0006,0.0077,0.0016,0.0,0.0,0.0,0.0,0.0067,0.001,0.0004
1988.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.1197,0.0995,0.0007,0.008,0.0016,0.0,0.0,0.0,0.0,0.0064,0.001,0.0004
1988.75,0.0,0.0,0.0,0.0,0.0,0.0,0.1371,0.1139,0.0007,0.0081,0.0015,0.0,0.0,0.0,0.0,0.0059,0.0009,0.0003
1988.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.1555,0.1292,0.0007,0.0079,0.0014,0.0,0.0,0.0,0.0,0.0052,0.0008,0.0003
1988.9167,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.1452,0.0007,0.0074,0.0013,0.0,0.0,0.0,0.0,0.0044,0.0007,0.0002
1989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1945,0.1613,0.0008,0.0064,0.0011,0.0,0.0,0.0,0.0,0.0035,0.0005,0.0002
1989.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.2047,0.1594,0.0008,0.0071,0.0013,0.0,0.0,0.0,0.0,0.0044,0.0006,0.0002
1989.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.2151,0.1573,0.0009,0.0077,0.0014,0.0,0.0,0.0,0.0,0.0052,0.0008,0.0003
1989.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2259,0.155,0.0009,0.0084,0.0016,0.0,0.0,0.0,0.0,0.006,0.0009,0.0003
1989.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.2369,0.1525,0.001,0.0089,0.0018,0.0,0.0,0.0,0.0,0.0068,0.001,0.0003
1989.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.2481,0.1498,0.0011,0.0095,0.0019,0.0,0.0,0.0,0.0,0.0076,0.0011,0.0004
1989.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2595,0.1469,0.0012,0.0103,0.0021,0.0,0.0,0.0,0.0,0.0084,0.0012,0.0004
1989.5833,0.0,0.0,0.0,0.0,0.0,0.0,0.271,0.1437,0.0013,0.011,0.0023,0.0,0.0,0.0,0.0,0.0091,0.0013,0.0004
1989.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.2828,0.1404,0.0014,0.0117,0.0024,0.0,0.0,0.0,0.0,0.0096,0.0014,0.0005
1989.75,0.0,0.0,0.0,0.0,0.0,0.0,0.2948,0.1369,0.0015,0.0125,0.0026,0.0,0.0,0.0,0.0,0.0101,0.0015,0.0005
1989.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.3069,0.1332,0.0016,0.0133,0.0028,0.0,0.0,0.0,0.0,0.0105,0.0015,0.0005
1989.9167,0.0,0.0,0.0,0.0,0.0,0.0,0.3193,0.1294,0.0018,0.014,0.0029,0.0,0.0,0.0,0.0,0.0108,0.0016,0.0005
1990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3319,0.1254,0.0019,0.0146,0.0031,0.0,0.0,0.0,0.0,0.0111,0.0016,0.0005
1990.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.3448,0.1214,0.002,0.015,0.0032,0.0,0.0,0.0,0.0,0.0114,0.0016,0.0005
1990.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.3578,0.1172,0.0021,0.0155,0.0033,0.0,0.0,0.0,0.0,0.0117,0.0017,0.0005
1990.25,0.0,0.0,0.0,0.0,0.0,0.0,0.3712,0.113,0.0022,0.0157,0.0034,0.0,0.0,0.0,0.0,0.0118,0.0016,0.0004
1990.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.3849,0.1087,0.0022,0.0157,0.0035,0.0,0.0,0.0,0.0,0.0116,0.0016,0.0004
1990.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.3988,0.1043,0.0023,0.0156,0.0036,0.0,0.0,0.0,0.0,0.0113,0.0015,0.0004
1990.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3365,0.0997,0.0023,0.0153,0.0036,0.0,0.0,0.0,0.0,0.0125,0.0016,0.0004
1990.5833,0.0,0.0,0.0,0.0,0.0,0.0,0.2757,0.0924,0.0022,0.0145,0.0035,0.0,0.0,0.0,0.0,0.0135,0.0017,0.0004
1990.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.2188,0.0826,0.0021,0.0131,0.0032,0.0,0.0,0.0,0.0,0.0144,0.0018,0.0004
1990.75,0.0,0.0,0.0,0.0,0.0,0.0,0.1666,0.0708,0.0018,0.0113,0.0028,0.0,0.0,0.0,0.0,0.0154,0.0019,0.0004
1990.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0572,0.0015,0.0092,0.0023,0.0,0.0,0.0,0.0,0.0165,0.0019,0.0004
1990.9167,0.0,0.0,0.0,0.0,0.0,0.0,0.0798,0.0426,0.0011,0.0068,0.0017,0.0,0.0,0.0,0.0,0.0179,0.0021,0.0005
1991.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0473,0.0283,0.0007,0.0045,0.0011,0.0,0.0,0.0,0.0,0.0199,0.0022,0.0005
1991.0833,0.0,0.0,0.0,0.0,0.0,0.0001,0.0415,0.0278,0.0007,0.0043,0.0011,0.0,0.0,0.0,0.0,0.0267,0.0028,0.0006
1991.1667,0.0,0.0,0.0,0.0,0.0,0.0001,0.0363,0.0271,0.0007,0.0041,0.0011,0.0,0.0,0.0,0.0,0.0346,0.0035,0.0007
1991.25,0.0,0.0,0.0,0.0,0.0,0.0001,0.0316,0.0263,0.0006,0.0039,0.001,0.0,0.0,0.0,0.0,0.0436,0.0042,0.0009
1991.3333,0.0,0.0,0.0,0.0,0.0,0.0001,0.0273,0.0254,0.0006,0.0037,0.0009,0.0,0.0,0.0,0.0,0.0536,0.005,0.001
1991.4167,0.0,0.0,0.0,0.0,0.0,0.0001,0.0234,0.0243,0.0005,0.0034,0.0009,0.0,0.0,0.0,0.0,0.0647,0.0057,0.0011
1991.5,0.0,0.0,0.0,0.0,0.0,0.0001,0.0198,0.0229,0.0005,0.0031,0.0008,0.0,0.0,0.0,0.0,0.0758,0.0063,0.0012
1991.5833,0.0,0.0,0.0,0.0,0.0,0.0001,0.0166,0.0214,0.0004,0.0028,0.0007,0.0,0.0,0.0,0.0,0.0888,0.007,0.0014
1991.6667,0.0,0.0,0.0,0.0,0.0,0.0001,0.0137,0.0198,0.0003,0.0025,0.0006,0.0,0.0,0.0,0.0,0.1006,0.0074,0.0014
1991.75,0.0,0.0,0.0,0.0,0.0,0.0001,0.0112,0.0181,0.0003,0.0022,0.0006,0.0,0.0,0.0,0.0,0.1139,0.0078,0.0015
1991.8333,0.0,0.0,0.0,0.0,0.0,0.0001,0.009,0.0164,0.0002,0.0019,0.0005,0.0,0.0,0.0,0.0,0.1275,0.0081,0.0015
1991.9167,0.0,0.0,0.0,0.0,0.0,0.0001,0.0072,0.0147,0.0002,0.0016,0.0004,0.0,0.0,0.0,0.0,0.1409,0.0083,0.0016
1992.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0058,0.0134,0.0001,0.0014,0.0004,0.0,0.0,0.0,0.0,0.1517,0.0083,0.0015
1992.0833,0.0,0.0,0.0,0.0,0.0,0.0001,0.0083,0.0216,0.0002,0.0021,0.0005,0.0,0.0,0.0,0.0,0.1363,0.0081,0.0015
1992.1667,0.0,0.0,0.0,0.0,0.0,0.0001,0.0109,0.0324,0.0003,0.003,0.0007,0.0,0.0,0.0,0.0,0.1212,0.0078,0.0015
1992.25,0.0,0.0,0.0,0.0,0.0,0.0001,0.0137,0.0461,0.0003,0.004,0.001,0.0,0.0,0.0,0.0,0.1055,0.0074,0.0014
1992.3333,0.0,0.0,0.0,0.0,0.0,0.0001,0.0163,0.0629,0.0004,0.0051,0.0012,0.0,0.0,0.0,0.0,0.092,0.0069,0.0013
1992.4167,0.0,0.0,0.0,0.0,0.0,0.0001,0.0186,0.083,0.0004,0.0062,0.0015,0.0,0.0,0.0,0.0,0.078,0.0063,0.0012
1992.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0206,0.1065,0.0004,0.0073,0.0017,0.0,0.0,0.0,0.0,0.0655,0.0057,0.0011
1992.5833,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.1334,0.0005,0.0083,0.0019,0.0,0.0,0.0,0.0,0.0539,0.005,0.0009
1992.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0229,0.1638,0.0005,0.0093,0.0021,0.0,0.0,0.0,0.0,0.0435,0.0043,0.0008
1992.75,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.1975,0.0005,0.0101,0.0022,0.0,0.0,0.0,0.0,0.0344,0.0036,0.0007
1992.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0223,0.2345,0.0005,0.0108,0.0022,0.0,0.0,0.0,0.0,0.0265,0.0029,0.0006
1992.9167,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.2745,0.0005,0.0113,0.0022,0.0,0.0,0.0,0.0,0.0199,0.0023,0.0005
1993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0189,0.3178,0.0005,0.0115,0.0021,0.0,0.0,0.0,0.0,0.0146,0.0018,0.0004
1993.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0177,0.3131,0.0005,0.0121,0.0021,0.0,0.0,0.0,0.0,0.014,0.0018,0.0004
1993.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0166,0.3085,0.0006,0.0125,0.0021,0.0,0.0,0.0,0.0,0.0136,0.0019,0.0004
1993.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0154,0.304,0.0006,0.0129,0.0021,0.0,0.0,0.0,0.0,0.0133,0.0019,0.0004
1993.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0143,0.2995,0.0006,0.013,0.002,0.0,0.0,0.0,0.0,0.013,0.002,0.0004
1993.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0132,0.295,0.0007,0.0131,0.002,0.0,0.0,0.0,0.0,0.0125,0.002,0.0004
1993.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0121,0.2906,0.0007,0.0131,0.002,0.0,0.0,0.0,0.0,0.0118,0.002,0.0004
1993.5833,0.0,0.0,0.0,0.0,0.0,0.0,0.0111,0.2863,0.0008,0.013,0.0019,0.0,0.0,0.0,0.0,0.0108,0.0019,0.0004
1993.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0101,0.2819,0.0008,0.0128,0.0019,0.0,0.0,0.0,0.0,0.0094,0.0017,0.0004
1993.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0091,0.2774,0.0009,0.0126,0.0019,0.0,0.0,0.0,0.0,0.0078,0.0015,0.0003
1993.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.2728,0.001,0.0123,0.0019,0.0,0.0,0.0,0.0,0.0063,0.0012,0.0003
1993.9167,0.0,0.0,0.0,0.0,0.0,0.0,0.0072,0.2683,0.001,0.0121,0.0018,0.0,0.0,0.0,0.0,0.0049,0.001,0.0002
1994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.2608,0.001,0.0119,0.0018,0.0,0.0,0.0,0.0,0.0038,0.0008,0.0002
1994.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.2293,0.0011,0.0123,0.0018,0.0,0.0,0.0,0.0,0.0042,0.0009,0.0002
1994.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.199,0.0011,0.0126,0.0018,0.0,0.0,0.0,0.0,0.0046,0.0011,0.0002
1994.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0051,0.1704,0.0011,0.0127,0.0018,0.0,0.0,0.0,0.0,0.0049,0.0012,0.0003
1994.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0046,0.1434,0.001,0.0127,0.0017,0.0,0.0,0.0,0.0,0.0052,0.0013,0.0003
1994.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.1183,0.0009,0.0124,0.0016,0.0,0.0,0.0,0.0,0.0054,0.0014,0.0003
1994.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0953,0.0008,0.0117,0.0014,0.0,0.0,0.0,0.0,0.0054,0.0014,0.0003
1994.5833,0.0,0.0,0.0,0.0,0.0,0.0001,0.0029,0.0744,0.0006,0.0107,0.0012,0.0,0.0,0.0,0.0,0.0053,0.0015,0.0003
1994.6667,0.0,0.0,0.0,0.0,0.0,0.0001,0.0023,0.0559,0.0005,0.0093,0.001,0.0,0.0,0.0,0.0,0.005,0.0014,0.0003
1994.75,0.0,0.0,0.0,0.0,0.0,0.0001,0.0017,0.0398,0.0003,0.0076,0.0008,0.0,0.0,0.0,0.0,0.0045,0.0013,0.0003
1994.8333,0.0,0.0,0.0,0.0,0.0,0.0001,0.0012,0.0262,0.0002,0.0057,0.0006,0.0,0.0,0.0,0.0,0.004,0.0012,0.0003
1994.9167,0.0,0.0,0.0,0.0,0.0,0.0001,0.0007,0.015,0.0001,0.0037,0.0004,0.0,0.0,0.0,0.0,0.0034,0.0011,0.0002
1995.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0003,0.0062,0.0001,0.0017,0.0002,0.0,0.0,0.0,0.0,0.0025,0.0008,0.0002
1995.0833,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0042,0.0,0.0013,0.0001,0.0,0.0,0.0,0.0,0.0025,0.0008,0.0002
1995.1667,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0027,0.0,0.0009,0.0001,0.0,0.0,0.0,0.0,0.0024,0.0008,0.0002
1995.25,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0021,0.0,0.0008,0.0001,0.0,0.0,0.0,0.0,0.0025,0.0009,0.0002
1995.3333,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0017,0.0,0.0007,0.0001,0.0,0.0,0.0,0.0,0.0025,0.0009,0.0002
1995.4167,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0018,0.0,0.0009,0.0001,0.0,0.0,0.0,0.0,0.0028,0.0011,0.0003
1995.5,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.002,0.0,0.001,0.0001,0.0,0.0,0.0,0.0,0.0032,0.0013,0.0003
1995.5833,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0021,0.0,0.0012,0.0001,0.0,0.0,0.0,0.0,0.0035,0.0014,0.0003
1995.6667,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0022,0.0,0.0013,0.0001,0.0,0.0,0.0,0.0,0.0037,0.0016,0.0004
1995.75,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0022,0.0,0.0015,0.0001,0.0,0.0,0.0,0.0,0.0038,0.0016,0.0004
1995.8333,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0022,0.0,0.0016,0.0001,0.0,0.0,0.0,0.0,0.0038,0.0017,0.0004
1995.9167,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0023,0.0,0.0018,0.0001,0.0,0.0,0.0,0.0,0.0038,0.0017,0.0004
1996.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0023,0.0,0.0019,0.0001,0.0,0.0,0.0,0.0,0.0036,0.0017,0.0004
1996.0833,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0023,0.0,0.0021,0.0001,0.0,0.0,0.0,0.0,0.0034,0.0016,0.0004
1996.1667,0.0,0.0,0.0,0.0,0.0,0.0001,0.0003,0.0024,0.0,0.0024,0.0001,0.0,0.0,0.0,0.0,0.0031,0.0015,0.0004
1996.25,0.0,0.0,0.0,0.0,0.0,0.0001,0.0003,0.0024,0.0,0.0026,0.0001,0.0,0.0,0.0,0.0,0.0028,0.0014,0.0003
1996.3333,0.0,0.0,0.0,0.0,0.0,0.0001,0.0003,0.0025,0.0,0.0029,0.0001,0.0,0.0,0.0,0.0,0.0025,0.0013,0.0003
1996.4167,0.0,0.0,0.0,0.0,0.0,0.0001,0.0004,0.0031,0.0,0.0038,0.0002,0.0,0.0,0.0,0.0,0.0026,0.0014,0.0003
1996.5,0.0,0.0,0.0,0.0,0.0,0.0001,0.0005,0.0039,0.0,0.0051,0.0002,0.0,0.0,0.0,0.0,0.0029,0.0016,0.0004
1996.5833,0.0,0.0,0.0,0.0,0.0,0.0001,0.0007,0.0048,0.0,0.0068,0.0003,0.0,0.0,0.0,0.0,0.003,0.0017,0.0004
1996.6667,0.0,0.0,0.0,0.0,0.0,0.0001,0.0008,0.0058,0.0001,0.0088,0.0003,0.0,0.0,0.0,0.0,0.003,0.0018,0.0004
